"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"2",1,0,1,12,8,10,1955,24,3020,38,64401.609375,5749,3,1,106709.1875,11,3,11,9,0,80.5,0,0,0,2,24,0,1,1,0
"3",0,0,1,11,9,10,1952,24,1840,41,8048.39013671875,5748,0,NA,38636.78125,15,3,11,9,0,80.5,0,0,0,2,24,0,1,NA,1
"4",1,0,1,4,10,10,1950,NA,NA,43,NA,5750,0,0,32203.220703125,NA,NA,11,9,0,80.5,0,0,0,2,24,0,1,NA,0
"5",1,0,1,12,5,10,1962,24,1960,31,31485.16015625,5745,4,1,51138.4296875,4,1,11,9,0,80.5,0,0,0,2,24,0,1,1,0
"6",1,0,1,12,4,10,1958,24,2500,36,19318.390625,5744,3,1,21733.390625,9,3,11,9,0,80.5,0,0,0,2,24,0,1,1,0
"7",1,0,1,12,5,10,1959,24,2120,34,21250.390625,5743,3,1,31715.390625,7,3,11,9,0,80.5,0,0,0,2,24,0,1,1,0
"8",0,0,1,13,9,10,1953,24,988,40,6438.39013671875,5746,1,1,78400.5625,13,2,11,9,0,80.5,0,0,0,3,9,0,0,NA,1
"9",1,0,1,12,10,10,1956,24,3289,37,77278.390625,5747,3,1,118009.78125,10,2,11,9,0,80.5,0,0,0,2,24,0,1,1,0
"10",0,0,1,14,10,10,1964,24,2250,29,19318.390625,5742,0,0,19318.390625,4,2,11,9,0,80.5,0,0,0,2,21,0,1,1,0
"11",1,1,0,16,10,9,1967,29,1680,26,35418.390625,12105,2,1,52779.01953125,5,3,NA,11,0,NA,NA,0,0,1,29,0,1,1,0
"12",1,1,0,12,5,9,1966,29,1920,28,22540,12104,0,0,22597.9609375,6,2,NA,11,0,NA,NA,0,0,1,29,0,1,1,0
"16",0,1,0,12,6,9,1962,29,1529,32,53128.390625,12101,1,1,103358.78125,13,2,NA,11,0,NA,NA,0,0,1,29,0,1,NA,1
"18",0,1,0,16,6,9,1953,29,0,40,0,12100,4,0,22755.740234375,NA,3,NA,11,0,NA,NA,0,0,1,29,0,0,NA,1
"19",0,0,1,15,12,9,1955,29,2460,38,48298.390625,12098,2,1,146476.1875,15,1,NA,11,0,NA,NA,0,0,1,29,0,1,NA,1
"20",1,1,0,13,8,9,1963,29,2080,30,57958.390625,12103,0,0,57958.390625,5,1,NA,11,0,NA,NA,0,0,1,29,0,1,1,0
"21",0,1,0,12,1,9,1958,29,1900,36,49908.390625,12102,3,0,55609.3984375,9,2,NA,11,0,NA,NA,0,0,1,29,0,1,1,0
"25",0,0,1,16,12,11,1956,34,980,37,27368.390625,12130,3,1,124208.28125,10,1,NA,17,0,NA,NA,0,0,2,34,0,1,NA,1
"26",1,0,1,14,6,11,1954,34,2218,40,69228.390625,12129,0,0,77292.8828125,12,2,NA,17,0,NA,NA,0,0,2,34,0,1,1,0
"27",1,0,1,17,6,11,1948,NA,2286,46,0,12131,1,1,356457.21875,19,2,NA,17,0,NA,NA,0,0,2,21,0,1,1,0
"28",0,0,1,15,10,11,1963,34,1365,30,56348.390625,12128,0,0,56348.390625,3,2,NA,17,0,NA,NA,0,0,2,12,0,1,1,0
"30",1,0,1,17,10,11,1951,34,2450,43,0,12127,2,1,341281.375,10,2,NA,17,0,NA,NA,0,0,2,34,0,1,1,0
"31",0,0,1,16,2,11,1953,34,2033,41,48298.390625,12126,0,1,114783.34375,NA,1,NA,17,0,NA,NA,0,0,2,34,0,1,NA,1
"32",0,0,1,16,9,11,1960,34,0,33,0,12132,3,NA,98042.5625,7,2,NA,17,0,NA,NA,0,0,3,19,0,0,NA,1
"33",1,0,1,17,1,11,1959,34,2080,35,313945.15625,12133,3,1,427443.71875,8,3,NA,17,0,NA,NA,0,0,2,34,0,1,1,0
"34",1,0,1,12,11,8,1965,13,1840,28,20928.390625,12179,0,0,22478.8203125,1,2,8,8,0,0,0,0,0,2,13,0,1,1,0
"37",0,0,1,12,5,10,1953,13,0,41,0,12178,2,NA,10616.33984375,NA,3,8,8,0,0,0,0,0,2,13,0,1,NA,1
"38",0,0,1,12,10,11,1951,13,1750,42,22540,12176,1,NA,70838.390625,23,4,8,8,0,0,0,0,0,2,13,0,1,NA,1
"39",0,0,1,17,2,8,1962,13,0,32,0,12177,1,1,78064.0703125,5,2,8,8,0,0,0,0,0,2,13,0,0,NA,1
"41",1,0,1,9,2,8,1957,13,0,37,0,12183,4,1,22792.76953125,16,4,8,8,0,0,0,0,0,1,20,0,0,1,0
"42",1,0,1,14,10,10,1947,NA,2000,46,33808.390625,12173,3,1,45078.390625,17,3,8,8,0,0,0,0,0,2,13,0,1,1,0
"43",0,0,1,12,10,NA,1948,NA,1454,45,9660,12181,3,1,76053.1796875,20,3,8,8,0,0,0,0,0,2,13,0,1,NA,1
"44",0,0,1,16,9,8,1959,13,1703,34,29622.390625,12174,4,NA,88762.5234375,14,3,8,8,0,0,0,0,0,2,13,0,0,NA,1
"45",1,0,1,12,11,7,1949,NA,2200,44,45883.390625,12175,0,1,133143.78125,21,3,8,8,0,0,0,0,0,3,41,0,1,1,0
"48",0,0,1,8,7,9,1960,14,1785,33,12878.3896484375,12230,3,NA,63957.25,8,3,12,NA,NA,10463.3896484375,0,NA,0,2,14,0,1,NA,1
"49",0,0,1,12,9,9,1963,14,1984,30,27368.390625,12236,0,0,27368.390625,8,2,12,NA,NA,10463.3896484375,0,NA,0,2,14,0,1,1,0
"50",1,0,1,11,6,9,1949,NA,2010,45,35418.390625,12232,1,1,64871.73046875,18,3,12,NA,NA,10463.3896484375,0,NA,0,2,14,0,1,1,0
"51",0,0,1,12,6,9,1958,14,2383,36,19318.390625,12233,2,1,72448.390625,5,2,12,NA,NA,10463.3896484375,0,NA,0,2,14,0,1,NA,1
"52",0,0,1,10,6,6,1948,NA,1937,46,16100,12231,2,NA,86453.78125,20,2,12,NA,NA,10463.3896484375,0,NA,0,2,14,0,1,NA,1
"55",1,0,1,12,5,12,1947,NA,1300,47,6451.27001953125,12235,5,1,10315.26953125,19,2,12,NA,NA,10463.3896484375,0,NA,0,2,14,0,1,1,0
"56",1,0,1,6,2,10,1948,NA,2135,46,38963.609375,12411,1,1,58422.0703125,19,4,NA,NA,4152.18994140625,NA,NA,0,0,3,3,0,1,1,0
"57",1,0,1,4,8,8,1946,NA,0,47,0,12414,5,1,23142.140625,22,5,NA,NA,4152.18994140625,NA,NA,0,0,3,3,0,0,1,0
"58",0,0,1,9,8,8,1959,3,0,34,161,12415,3,1,18785.48046875,7,5,NA,NA,4152.18994140625,NA,NA,0,0,3,3,0,1,NA,1
"59",1,0,1,10,2,8,1955,3,3337,39,16100,12406,2,1,30982.83984375,12,4,NA,NA,4152.18994140625,NA,NA,0,0,3,3,0,1,1,0
"60",1,0,1,12,7,8,1953,3,2130,41,37835,12409,1,1,58761.78125,13,5,NA,NA,4152.18994140625,NA,NA,0,0,3,3,0,1,1,0
"61",1,0,1,10,11,8,1960,3,3084,33,17708.390625,12413,0,1,17708.390625,8,2,NA,NA,4152.18994140625,NA,NA,0,0,3,3,0,1,1,0
"62",1,0,1,12,5,11,1951,3,2275,43,25758.390625,12408,1,1,46179.62890625,17,2,NA,NA,4152.18994140625,NA,NA,0,0,3,3,0,1,1,0
"63",0,0,1,12,10,8,1963,3,1190,30,12878.3896484375,12412,2,0,63326.12890625,NA,3,NA,NA,4152.18994140625,NA,NA,0,0,3,3,0,0,1,0
"64",1,0,1,14,1,8,1956,3,2340,38,1769.39001464844,12407,2,1,14647.7802734375,12,4,NA,NA,4152.18994140625,NA,NA,0,0,3,3,0,1,1,0
"65",1,0,1,12,10,8,1962,3,3098,31,19318.390625,12410,0,0,19318.390625,4,4,NA,NA,4152.18994140625,NA,NA,0,0,3,3,0,1,1,0
"68",0,1,0,12,3,8,1965,10,0,29,0,7022,3,0,6356.27978515625,7,1,12,NA,NA,0,0,NA,0,3,10,0,1,1,0
"69",1,1,0,12,2,8,1960,10,NA,34,0,7020,0,0,38224.62109375,NA,NA,12,NA,NA,0,0,NA,0,3,10,0,0,NA,0
"70",1,1,0,12,3,8,1962,10,2036,32,38638.390625,7017,0,0,44047.98828125,5,4,12,NA,NA,0,0,NA,0,3,10,0,1,1,0
"72",0,1,0,12,4,8,1952,10,2940,42,8853.3896484375,7019,0,0,32525.220703125,15,4,12,NA,NA,0,0,NA,0,3,10,0,1,1,0
"73",1,1,0,12,3,8,1961,10,NA,33,NA,7020,0,0,38224.62109375,NA,NA,12,NA,NA,0,0,NA,0,3,10,NA,NA,NA,0
"75",1,1,0,12,2,8,1953,10,1968,41,46690,7018,2,1,78859.40625,14,2,12,NA,NA,0,0,NA,0,3,10,0,1,1,0
"76",0,1,0,12,3,8,1958,10,3136,36,0,7021,3,0,13680.169921875,15,3,12,NA,NA,0,0,NA,0,3,10,0,1,1,0
"600",1,0,1,12,7,3,1954,4,1910,39,75360.8828125,6117,2,1,75360.8828125,12,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"637",1,0,1,17,12,12,1943,NA,2160,50,141676.78125,2758,1,1,200374.15625,23,1,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"650",1,0,1,12,6,NA,1934,NA,NA,59,NA,1128,0,NA,27209,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,0,0
"668",1,0,1,11,12,8,1956,23,2000,37,37028.390625,5279,2,1,66444.703125,19,2,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"671",0,0,1,12,7,11,1954,13,1885,39,8048.39013671875,11932,0,NA,51518.390625,11,2,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"674",0,0,1,17,8,10,1951,40,880,42,49908.390625,10599,0,0,78460.1328125,24,1,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"677",0,0,1,8,2,11,1934,NA,0,60,0,6800,0,NA,53587.23828125,18,5,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"688",0,0,1,17,2,11,1966,19,2115,28,48298.390625,2622,0,0,48298.390625,7,1,13,17,72343.7421875,32035.779296875,0,0,0,4,4,0,1,1,0
"701",1,0,1,17,9,9,1955,21,3190,38,77278.390625,12257,2,1,106211.703125,11,2,12,NA,NA,0,0,NA,0,3,4,0,1,1,0
"731",1,0,1,16,10,8,1965,37,2530,28,20928.390625,4427,3,0,34887.08984375,9,3,12,12,40250,44237.96875,0,0,0,1,37,0,1,1,0
"759",0,0,1,17,4,11,1959,12,2500,35,56116.55078125,2679,0,1,150132.5,1,2,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"764",0,0,1,13,5,11,1960,12,1900,34,19318.390625,5007,2,1,46688.390625,7,2,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"769",0,0,1,12,4,10,1960,24,1729,34,2415,5744,3,NA,21733.390625,NA,3,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"770",0,1,0,13,1,9,1959,20,1930,35,48298.390625,6591,3,1,88546.78125,8,2,NA,11,0,NA,NA,0,0,1,20,0,1,NA,1
"780",1,0,1,15,10,13,1960,32,2184,33,0,5814,0,0,17507.140625,6,1,16,16,0,2091.38989257812,0,0,0,3,32,0,1,1,0
"790",1,0,1,12,2,11,1952,12,2250,42,59568.390625,4180,0,1,126518.6328125,15,1,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"796",1,0,1,12,5,12,1952,48,2241,42,64610.91015625,12115,0,0,68394.40625,15,2,12,12,0,0,0,0,0,2,48,0,1,1,0
"805",1,1,0,12,12,8,1949,NA,1960,44,48298.390625,6462,4,1,76341.3671875,17,3,12,9,0,0,0,0,0,2,34,0,1,1,0
"817",1,0,1,12,1,10,1943,NA,2450,52,48298.390625,6448,0,0,48298.390625,25,2,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"839",1,0,1,12,3,10,1945,NA,1575,49,21733.390625,11797,1,0,37923.55078125,20,2,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"840",1,0,1,17,5,10,1954,34,3224,40,206075.171875,6879,2,1,400505.21875,13,1,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"841",0,0,1,12,12,10,1941,NA,0,52,0,4633,1,1,138458.390625,7,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"842",0,0,1,16,2,11,1944,NA,0,50,0,5357,0,1,687610.0625,8,2,NA,NA,NA,NA,NA,NA,0,3,1,0,0,NA,1
"849",1,0,1,13,3,9,1963,35,2600,31,53933.390625,5442,1,1,65750.7890625,4,2,14,12,120748.390625,9660,0,0,0,3,35,0,0,1,0
"850",1,0,1,17,6,11,1968,45,0,26,0,16198,0,1,71303.6796875,4,2,NA,NA,NA,NA,NA,NA,0,3,41,1,0,1,0
"856",1,0,1,9,3,9,1964,36,1387,30,13949.0400390625,6437,3,1,49175.83984375,11,3,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"863",0,0,1,17,11,10,1950,NA,2416,43,74058.390625,6509,1,NA,100541.28125,18,2,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"865",1,0,1,10,9,9,1956,48,2464,37,57958.390625,7102,0,1,92492.890625,10,2,5,NA,NA,0,0,NA,0,2,48,0,1,1,0
"893",0,0,1,16,2,10,1957,32,678,37,41209.55859375,5480,2,1,112244.3671875,8,1,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"894",0,0,1,17,4,9,1943,NA,2480,51,46139.37890625,2821,0,0,55432.30078125,28,2,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"951",0,0,1,17,11,11,1958,14,2480,35,24148.390625,5963,2,NA,84760.0625,4,2,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"970",0,0,1,12,10,11,1948,NA,1900,45,24148.390625,3034,0,1,88546.78125,12,1,NA,NA,NA,NA,NA,NA,0,3,17,0,1,NA,1
"975",1,0,0,12,12,9,1938,NA,2650,55,85328.390625,2795,0,1,111923.9765625,29,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"976",0,0,1,12,5,10,1960,41,1530,34,24148.390625,11736,2,NA,88546.78125,7,3,5,5,0,0,0,0,0,3,41,0,1,NA,1
"984",1,NA,NA,12,NA,10,NA,NA,NA,46,NA,12137,0,NA,70194.390625,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,0
"998",0,0,1,12,5,11,1958,37,0,36,0,4636,0,1,30957.080078125,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"1036",0,1,0,13,7,10,1947,NA,3024,46,25758.390625,5410,0,1,94222.03125,12,3,NA,NA,NA,NA,NA,NA,0,3,1,0,1,NA,1
"1046",0,0,1,14,3,12,1950,NA,NA,44,NA,6329,0,NA,146184.78125,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,NA,NA,NA,0
"1068",1,0,1,17,1,11,1950,NA,2695,44,82106.78125,4760,0,1,176208.0625,13,2,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"1086",1,0,1,NA,5,11,1967,19,NA,26,NA,6385,0,NA,172257.125,NA,NA,12,14,156166.78125,0,0,0,1,3,32,NA,NA,NA,0
"1100",1,0,1,12,12,6,1967,6,1736,26,14488.3896484375,7149,0,0,14488.3896484375,6,1,NA,12,48298.390625,NA,NA,0,0,1,6,0,1,1,0
"1114",1,0,1,14,12,13,1953,4,1894,40,82138.9765625,5069,0,1,152700.453125,13,1,14,14,0,0,0,0,0,4,4,0,1,1,0
"1119",1,NA,NA,13,3,10,1968,4,NA,26,NA,6479,0,0,140388.78125,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,1,1,NA,0
"1154",0,0,1,17,12,8,1953,10,1792,40,103038.390625,12350,1,1,141836.171875,11,1,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"1162",1,0,1,15,11,11,1963,26,2000,30,37028.390625,7079,0,1,51502.2890625,3,2,14,16,45398.78125,6116.39013671875,0,0,0,3,42,0,1,1,0
"1172",1,0,1,16,7,12,1959,34,2107,34,99011.78125,11955,1,1,114197.296875,7,2,16,17,136846.78125,10180.0302734375,0,0,0,2,21,0,1,1,0
"1180",0,0,1,17,9,12,1948,NA,420,45,8048.39013671875,12263,2,1,6053.60009765625,NA,1,12,NA,NA,0,0,NA,0,2,24,0,0,NA,1
"1185",1,0,1,12,7,10,1958,39,2692,35,64398.390625,3879,1,1,115916.78125,8,2,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"1187",0,0,1,17,5,9,1952,20,1192,41,56348.390625,4354,2,1,213051.296875,14,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"1205",1,0,1,17,3,11,1957,29,2169,37,91768.390625,4999,2,1,128820.9296875,10,1,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"1211",0,0,1,17,11,7,1943,NA,1800,50,57475.390625,12557,0,0,78059.2421875,24,2,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"1212",0,0,1,12,11,9,1943,NA,1195,50,16100,2795,0,1,111923.9765625,8,3,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"1247",0,0,1,17,8,10,1956,37,2088,38,46690,4549,3,1,101426.78125,7,1,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"1289",0,0,1,14,3,12,1959,22,0,35,0,5132,2,1,56348.390625,6,1,NA,NA,NA,NA,NA,NA,0,2,22,0,0,NA,1
"1290",0,0,1,16,5,10,1961,31,1330,33,32198.390625,4584,1,1,94212.3671875,6,1,12,NA,NA,0,0,NA,0,1,29,0,1,NA,1
"1314",0,0,1,14,9,11,1960,14,720,33,33256.16015625,7069,3,1,100874.546875,7,1,12,14,0,27991.4609375,0,0,0,2,26,0,1,NA,1
"1334",0,0,1,12,1,10,1942,NA,2060,52,32011.630859375,2848,0,1,70910.84375,25,3,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"1345",1,0,1,17,7,9,1953,4,1250,40,61775.69921875,12111,0,0,61824,12,3,15,NA,NA,0,0,NA,0,4,4,0,1,1,0
"1358",0,0,1,12,5,10,1943,NA,1940,51,20928.390625,2993,0,1,129600.171875,8,3,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"1363",1,1,0,12,11,4,1950,NA,2080,43,111539.1875,7066,0,0,111539.1875,NA,2,NA,NA,NA,NA,NA,NA,0,3,8,0,1,1,0
"1371",1,0,1,17,11,12,1948,NA,1961,45,80981.390625,6961,2,1,128632.5625,15,2,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"1402",1,0,1,13,6,NA,1969,20,NA,25,NA,10602,1,0,78205.75,NA,NA,12,12,0,0,0,0,0,1,20,0,1,NA,0
"1412",0,0,1,12,3,11,1960,39,1880,34,20928.390625,12268,2,1,109521.859375,1,5,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"1419",0,0,1,12,1,8,1956,20,1968,38,32198.390625,12567,3,0,32198.390625,NA,1,11,10,48298.390625,12878.3896484375,0,0,0,1,20,0,1,1,0
"1429",1,0,0,3,10,8,1964,31,NA,29,0,5290,0,0,2820.71997070312,NA,NA,6,NA,NA,0,0,NA,0,1,31,0,0,NA,0
"1451",0,0,1,13,9,11,1964,43,2169,29,41053.390625,5491,0,0,42064.46875,6,2,12,12,0,0,0,0,0,4,43,0,1,1,0
"1466",0,0,1,12,9,12,1951,31,880,42,17708.390625,5933,2,1,75690.9296875,10,1,13,12,0,0,0,0,0,1,31,0,1,NA,1
"1472",0,0,1,17,4,11,1956,36,1200,38,25758.390625,6440,1,1,100734.4765625,10,2,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"1490",0,0,1,11,10,11,1941,NA,0,52,0,4069,0,1,50599.078125,25,3,NA,NA,NA,NA,NA,NA,0,2,48,0,0,NA,1
"1495",0,0,1,12,3,11,1944,NA,1992,50,45078.390625,6222,0,NA,104648.390625,11,2,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"1505",1,0,1,12,8,9,1943,NA,2080,50,72448.390625,5116,1,1,72448.390625,26,1,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"1506",0,1,0,14,10,4,1953,10,2058,40,40250,12321,1,0,54574.171875,18,2,8,NA,NA,0,0,NA,0,3,10,0,1,1,0
"1511",1,0,1,16,4,10,1957,34,2205,37,48298.390625,12159,1,1,83716.78125,8,1,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"1524",0,0,1,12,10,12,1965,31,291,28,6438.39013671875,6453,2,NA,70946.2578125,8,3,14,16,27368.390625,25280.220703125,0,0,0,3,42,0,1,NA,1
"1544",0,0,1,12,12,9,1950,NA,1912,43,24955,12293,1,1,95212.1796875,7,2,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"1546",0,0,1,14,9,10,1951,23,1050,42,19318.390625,11903,3,1,142304.6875,14,2,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"1560",0,0,1,13,6,11,1963,9,312,31,2509.98999023438,12472,0,NA,77927.21875,7,1,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"1576",1,0,1,12,12,10,1945,NA,NA,48,NA,4431,0,NA,61782.140625,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,0,NA
"1597",1,1,0,14,1,1,1958,34,1920,36,44917.390625,4366,2,1,78173.546875,9,2,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"1608",0,0,1,16,7,9,1936,NA,0,57,0,4167,0,1,187946.5625,8,2,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"1612",0,1,0,12,5,7,1952,19,0,41,0,5905,2,NA,29917.01953125,18,4,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"1613",1,0,1,14,4,11,1945,NA,1433,49,22540,6556,0,1,162832.1875,38,2,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"1626",0,0,1,14,9,10,1950,NA,1700,43,20928.390625,6877,0,NA,92227.2421875,18,1,13,NA,NA,7245,0,NA,0,2,34,0,1,NA,1
"1631",0,0,1,16,8,12,1953,34,0,41,0,5381,3,1,162442.5625,12,1,16,12,0,0,0,0,0,3,42,0,0,NA,1
"1637",0,1,0,14,5,0,1965,4,1786,29,26738.880859375,4693,1,0,27701.66015625,9,2,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"1644",0,1,0,16,2,4,1959,1,2083,35,26563.390625,6701,1,0,43830.640625,16,1,NA,NA,NA,NA,NA,NA,0,3,10,0,0,1,0
"1647",0,0,1,12,5,9,1953,32,0,40,0,5116,1,NA,72448.390625,NA,4,11,NA,NA,0,0,NA,0,3,32,0,0,NA,1
"1662",0,0,1,16,9,11,1938,NA,1170,55,56116.55078125,4016,0,1,150874.703125,20,1,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"1664",0,0,1,12,11,12,1951,4,2025,42,33256.16015625,4824,0,NA,105997.5703125,14,2,12,NA,NA,0,0,NA,0,4,4,0,1,NA,1
"1674",0,0,1,16,5,8,1950,NA,1287,43,53128.390625,2603,2,1,153315.46875,17,2,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"1675",1,0,1,14,4,10,1968,14,3500,26,58439.78125,6263,0,1,83394.78125,3,2,12,12,51518.390625,22540,0,0,0,2,14,0,1,1,0
"1734",0,0,1,12,11,12,1949,NA,1440,44,21588.490234375,6032,0,0,26241.390625,17,4,9,12,0,0,0,0,0,4,46,0,0,1,0
"1797",0,0,1,16,9,9,1961,48,1980,33,72448.390625,2966,0,1,143405.921875,7,3,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"1843",0,0,1,13,11,10,1961,45,2912,32,28980,4453,0,0,29002.5390625,10,2,12,NA,NA,28980,0,NA,0,3,35,0,1,1,0
"1847",0,1,0,12,7,9,1958,16,0,36,0,4751,3,0,7098.490234375,NA,4,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"1863",1,0,1,17,6,9,1949,NA,2150,44,70838.390625,4556,1,1,141932.765625,17,1,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"1885",0,0,1,12,11,10,1963,37,1920,30,37366.48828125,5723,2,0,43991.640625,11,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"1889",1,0,1,15,4,11,1954,46,1900,40,72448.390625,6320,2,1,88965.3828125,13,2,12,14,0,36223.390625,0,0,0,4,46,0,1,1,0
"1890",0,0,1,12,6,10,1949,NA,1344,44,44237.96875,364,0,NA,134296.546875,NA,2,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"1927",0,0,1,16,6,10,1963,39,1920,30,33808.390625,4739,0,0,33808.390625,3,2,12,12,0,0,0,0,0,3,39,0,1,1,0
"1945",1,0,1,16,10,11,1946,NA,2440,47,151338.390625,4020,1,1,167757.171875,20,1,17,16,3220,0,0,0,0,1,31,0,1,1,0
"1956",0,0,1,12,8,11,1958,37,980,35,13200.3896484375,12439,3,1,58438.171875,8,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"1958",0,1,0,11,12,NA,1950,NA,0,43,0,11940,2,0,3950.93994140625,7,4,10,NA,NA,0,0,NA,0,1,37,0,0,1,0
"1981",0,0,1,12,2,10,1950,NA,2190,44,50069.390625,12426,0,1,104806.171875,15,2,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"1982",0,0,1,16,5,12,1951,40,2040,42,25758.390625,4896,4,1,81301.78125,10,1,12,12,0,0,0,0,0,2,40,0,1,NA,1
"1990",0,0,1,12,9,10,1947,NA,2042,46,33256.16015625,2760,0,1,110442.78125,18,2,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"1993",0,0,1,12,5,8,1968,48,1040,26,68706.75,11878,1,NA,86891.703125,8,3,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"1996",0,0,1,12,11,9,1966,5,2080,27,25280.220703125,4063,1,1,65528.609375,6,2,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"2001",0,0,1,16,10,13,1953,37,1520,40,25685.939453125,2933,2,1,88517.796875,10,1,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"2007",1,0,1,17,6,10,1942,NA,2400,51,32198.390625,6264,0,1,54738.390625,32,1,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"2010",0,0,1,12,3,9,1957,34,2401,37,33808.390625,12369,2,1,79678.8984375,12,1,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"2016",0,0,1,16,6,8,1949,NA,2086,44,30187.5,2677,1,1,96086.40625,10,2,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"2031",1,0,1,16,11,10,1939,NA,3500,54,0,12031,0,1,131768.84375,27,3,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"2032",1,0,1,16,5,11,1947,NA,2418,46,27368.390625,6542,1,1,99969.7265625,16,1,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"2033",0,0,1,14,5,NA,1954,4,1868,40,17708.390625,334,2,1,100459.171875,22,3,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"2042",0,0,1,12,3,11,1958,43,1500,36,9660,5496,0,NA,61527.76171875,12,3,NA,NA,NA,NA,NA,NA,0,4,43,0,0,NA,1
"2048",0,0,1,17,1,10,1947,NA,0,47,0,4773,2,1,254970.875,8,1,12,NA,NA,0,0,NA,0,4,4,0,0,NA,1
