"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"9608",0,0,1,16,6,10,1967,45,1960,26,33808.390625,4454,0,1,107915.078125,5,2,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"9624",1,0,1,12,8,13,1962,13,2056,31,32198.390625,12466,2,1,48298.390625,6,1,12,12,38638.390625,29186.080078125,0,0,0,2,13,0,1,1,0
"9633",1,0,1,15,6,10,1947,NA,4077,46,0,4931,0,1,123619.0234375,19,1,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"9634",1,0,1,12,10,11,1960,34,2579,33,28980,11765,1,1,118558.7890625,6,2,13,10,28980,32198.390625,0,0,0,3,3,0,1,1,0
"9635",0,0,1,17,11,11,1963,24,1061,30,8048.39013671875,11829,1,1,20923.560546875,8,2,13,13,56348.390625,11270,0,0,0,2,24,0,0,NA,1
"9667",0,0,1,14,6,10,1963,4,1100,31,24470.390625,15507,0,0,31692.849609375,13,2,12,NA,NA,51518.390625,0,NA,0,4,2,0,1,1,0
"9671",1,0,1,12,1,10,1956,13,3136,38,63432.390625,2960,2,1,85648.78125,11,2,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"9680",0,0,1,12,12,8,1934,NA,1344,59,12878.3896484375,12566,0,1,103109.2265625,10,2,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"9690",0,0,1,12,3,10,1962,40,1968,32,15293.3896484375,11913,2,1,73251.78125,5,1,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"9700",0,0,1,16,2,9,1949,NA,650,45,26159.279296875,7032,3,1,133142.171875,15,2,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"9708",1,0,1,13,1,12,1950,NA,1924,44,66008.390625,2727,1,1,107192.1875,17,2,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"9714",0,0,1,17,1,13,1964,29,2034,30,80498.390625,14384,0,0,80818.78125,8,2,14,NA,NA,7245,0,NA,0,1,31,0,1,1,0
"9716",0,0,1,12,8,11,1947,NA,1260,46,28980,2775,2,1,260291.921875,8,2,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"9725",0,1,0,12,11,6,1953,3,1960,40,27991.4609375,6829,0,1,48934.33984375,13,4,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"9752",1,0,1,16,5,7,1940,NA,920,53,65621.9921875,6259,0,1,75375.3671875,27,2,NA,NA,NA,NA,NA,NA,0,2,24,0,0,1,0
"9754",1,0,1,14,10,11,1955,12,1976,38,49906.78125,2581,3,1,57473.78125,11,1,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"9758",1,0,1,16,8,8,1956,31,2500,37,0,4480,2,1,177578.171875,10,1,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"9788",1,0,0,8,4,11,1945,NA,2016,49,37028.390625,14327,1,0,44732.23828125,30,3,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"9804",1,0,1,12,9,9,1939,NA,1960,54,35418.390625,48,2,1,52355.58984375,32,4,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"9809",0,0,1,17,1,13,1946,NA,2025,48,84009.796875,6084,2,1,152165.9375,21,1,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"9828",1,0,1,12,8,6,1937,NA,1000,56,51518.390625,4416,0,1,78046.359375,29,3,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"9844",0,0,1,12,10,10,1938,NA,1761,55,27991.4609375,4788,0,NA,114264.921875,13,2,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"9857",0,0,1,16,9,12,1954,31,2100,39,40250,2817,2,NA,133625.171875,12,2,11,12,0,0,0,0,0,1,31,0,1,NA,1
"9859",1,0,1,12,7,11,1958,4,4440,35,0,4374,3,1,88883.2734375,9,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"9870",1,0,1,14,12,12,1954,4,1512,39,67618.390625,4822,2,1,84038.78125,12,1,12,NA,NA,0,0,NA,0,4,27,0,1,1,0
"9889",1,0,1,7,11,9,1968,10,2260,25,6567.18994140625,12155,0,0,6567.18994140625,NA,2,10,12,0,0,0,0,0,3,10,0,1,1,0
"9894",1,0,1,12,3,10,1953,34,2570,41,74863.390625,12208,0,1,95469.78125,22,3,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"9895",1,0,1,9,9,10,1950,NA,2000,43,0,11907,3,1,48298.390625,16,3,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"9904",0,0,1,17,4,12,1953,4,1554,41,56348.390625,4268,2,1,1726026.25,17,3,17,16,0,0,0,0,0,4,4,0,1,NA,1
"9938",0,0,1,17,12,10,1967,5,1800,26,38638.390625,5602,0,1,76070.890625,7,1,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"9955",1,0,1,13,10,11,1956,39,2277,37,45078.390625,12267,1,0,45078.390625,8,3,NA,NA,NA,NA,NA,NA,0,3,39,0,0,1,0
"9958",0,0,1,12,1,12,1969,46,2295,25,29783.390625,4150,0,0,34608.55859375,8,1,NA,14,0,NA,NA,0,0,4,46,0,1,1,0
"9964",1,0,1,16,1,10,1946,NA,1944,48,29783.390625,4749,0,1,58096.8515625,18,4,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"9968",0,0,1,14,1,11,1959,13,1976,35,35418.390625,11931,3,NA,84347.8984375,17,2,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"9970",0,1,0,13,11,8,1956,34,NA,37,NA,6461,0,0,31884.439453125,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,0
"9977",1,1,0,12,5,7,1955,39,2404,39,54738.390625,5353,0,0,54738.390625,11,2,7,NA,NA,9660,0,NA,0,3,42,0,1,1,0
"9981",0,0,1,17,5,11,1945,NA,1260,49,27368.390625,12404,2,0,55004.0390625,25,2,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"9989",1,0,1,15,8,6,1949,NA,2450,44,43468.390625,6145,2,1,78888.390625,NA,3,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"10001",1,0,1,16,4,11,1933,NA,0,60,0,4527,0,1,58961.421875,36,3,NA,NA,NA,NA,NA,NA,0,2,21,0,0,1,0
"10010",0,0,1,12,7,12,1957,13,403,36,2737,3872,3,1,79532.390625,1,3,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"10025",0,0,1,16,5,11,1948,NA,2220,46,44237.96875,5248,1,NA,109109.703125,21,1,NA,NA,NA,NA,NA,NA,0,5,51,0,1,NA,1
"10034",1,1,0,12,6,5,1951,3,2419,43,22779.890625,12539,0,0,22779.890625,20,2,10,NA,NA,0,0,NA,0,3,3,0,1,1,0
"10038",1,0,1,16,2,10,1967,45,2500,27,67618.390625,7210,0,1,124216.328125,4,1,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"10043",1,0,1,15,11,13,1955,32,0,38,3220,5815,0,0,3178.13989257812,17,2,16,16,0,2091.38989257812,0,0,0,3,32,0,0,1,0
"10063",1,0,1,16,5,NA,1968,43,NA,25,NA,995,1,NA,182728.5625,NA,NA,15,17,112696.78125,0,0,0,0,4,43,0,1,NA,0
"10067",0,0,1,14,12,13,1961,21,455,32,5474,16455,5,0,13388.759765625,5,3,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"10097",1,0,1,12,12,11,1955,20,783,38,38638.390625,4375,4,1,70339.2890625,9,2,17,NA,NA,66008.390625,0,NA,0,1,20,0,1,1,0
"10117",0,0,1,17,3,10,1953,20,660,41,17708.390625,6868,2,1,196065.796875,10,1,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"10131",0,0,1,12,4,10,1950,NA,520,44,56116.55078125,11882,1,1,141913.453125,16,1,8,9,0,0,0,0,0,2,22,1,0,NA,1
"10134",0,0,1,12,8,10,1939,NA,1587,54,17708.390625,5909,1,1,125196.8203125,5,3,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"10143",1,0,1,12,3,8,1945,NA,1307,49,20928.390625,7279,1,1,60985.19140625,23,5,7,NA,NA,0,0,NA,0,3,19,0,1,1,0
"10151",0,0,1,16,5,12,1961,20,0,33,0,4317,3,1,127186.78125,6,2,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"10152",0,0,1,12,11,7,1954,34,1929,39,32037.390625,11756,2,NA,49691.0390625,20,4,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"10162",1,0,1,16,11,11,1945,NA,2080,48,82108.390625,6159,2,1,82710.53125,22,2,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"10216",0,0,1,12,1,8,1961,45,1850,33,46690,6398,2,NA,162758.125,14,1,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"10230",0,1,0,12,11,4,1956,1,1715,37,37028.390625,6703,1,0,37356.828125,15,3,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"10251",0,0,1,17,1,9,1968,23,1460,26,35418.390625,6098,1,1,102225.34375,3,1,NA,NA,NA,NA,NA,NA,0,3,23,0,1,NA,1
"10260",1,0,1,12,5,12,1962,16,2232,32,33808.390625,11840,2,1,46430.7890625,4,2,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"10277",1,0,1,12,7,3,1957,41,2500,37,1608.39001464844,11790,1,1,35328.23046875,18,3,NA,NA,NA,0,0,NA,0,4,5,0,1,1,0
"10305",1,0,1,17,11,11,1960,6,2760,33,123966.78125,7042,0,1,170730.84375,15,2,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"10310",0,0,1,8,10,7,1935,NA,NA,58,0,5206,0,NA,15713.599609375,NA,NA,3,NA,NA,0,0,NA,0,3,9,0,0,NA,0
"10319",1,0,1,12,10,9,1959,21,2865,34,72448.390625,7197,1,1,140388.78125,7,2,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"10320",0,0,1,12,6,10,1962,34,NA,32,NA,4324,0,0,77217.2109375,NA,NA,12,NA,NA,41858.390625,0,NA,0,2,13,0,1,NA,0
"10321",0,0,1,17,5,11,1939,NA,NA,55,0,7151,0,NA,36629.109375,NA,NA,12,NA,NA,NA,0,NA,0,3,23,0,0,NA,0
"10323",0,0,1,15,5,7,1950,NA,1041,43,32198.390625,3849,1,NA,76066.0625,20,2,12,10,0,0,0,0,0,5,50,0,1,NA,1
"10327",1,0,1,17,5,9,1938,NA,1733,56,53450.390625,4541,0,1,91381.9921875,28,1,NA,NA,NA,NA,NA,NA,0,6,9,0,1,1,0
"10331",1,0,1,12,7,9,1966,34,1896,27,38519.25,4077,0,1,46545.1015625,10,1,NA,NA,NA,NA,NA,NA,0,2,34,0,0,1,0
"10333",0,0,1,6,10,8,1945,NA,0,48,0,12085,0,1,22171.310546875,NA,3,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"10334",0,0,1,12,1,11,1952,34,3248,42,77278.390625,11765,1,NA,118558.7890625,24,2,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"10341",0,0,1,12,9,12,1947,NA,1824,46,37028.390625,11999,1,NA,103102.7890625,13,3,NA,NA,NA,NA,NA,NA,0,3,3,1,0,NA,1
"10363",0,1,0,12,7,7,1957,13,1984,36,30588.390625,7217,1,0,30588.390625,10,2,11,NA,NA,1930.39001464844,0,NA,0,2,13,0,1,1,0
"10364",1,0,1,13,9,8,1940,NA,0,53,0,7177,0,1,6026.22998046875,25,5,NA,NA,NA,NA,NA,NA,0,3,23,0,0,1,0
"10368",0,0,1,16,7,12,1967,12,2208,27,53128.390625,16169,1,0,53128.390625,9,2,NA,NA,NA,NA,NA,NA,0,3,17,0,1,1,0
"10381",0,0,0,12,6,10,1958,5,1560,35,17708.390625,6894,4,0,29302,2,1,14,8,20286,4830,0,0,0,2,40,0,1,1,0
"10382",0,0,1,12,8,11,1957,24,0,36,9660,3966,3,1,77787.1484375,6,2,12,11,20136.26953125,4351.830078125,0,0,0,4,49,0,1,NA,1
"10454",0,0,1,12,8,10,1948,NA,1733,46,45078.390625,5941,2,NA,94663.171875,26,2,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"10458",1,0,1,12,2,10,1952,24,2193,42,30588.390625,5748,0,1,38636.78125,9,3,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"10496",0,0,1,11,6,8,1937,NA,0,56,0,5189,0,1,63189.28125,1,3,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"10508",1,0,1,17,3,NA,1942,NA,2350,52,68423.390625,869,0,0,69384.5625,31,2,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"10512",0,0,1,17,1,11,1955,6,490,39,16100,4345,1,1,109473.5625,11,2,11,NA,NA,0,0,NA,0,1,38,0,1,NA,1
"10515",1,0,1,14,6,11,1937,NA,1785,55,64713.94921875,5736,0,1,99414.28125,29,2,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"10517",0,0,1,13,2,12,1952,4,2066,42,51518.390625,2914,0,NA,79715.9296875,17,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"10521",0,1,0,12,2,6,1950,NA,2000,44,14488.3896484375,12491,1,0,14488.3896484375,17,3,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"10558",0,0,1,14,10,7,1955,34,1887,38,27368.390625,6874,2,NA,76262.4765625,10,2,8,12,0,46797.87109375,0,0,0,2,34,0,1,NA,1
"10574",0,0,1,14,7,9,1957,21,1733,36,33256.16015625,2607,1,1,54570.94921875,8,3,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"10575",1,0,1,14,9,10,1951,37,1974,42,41053.390625,12224,1,1,108467.3125,16,2,9,12,0,0,0,0,0,1,37,0,1,1,0
"10583",1,0,1,17,6,9,1943,NA,1430,50,103436.0625,5412,1,1,137656.609375,20,1,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"10584",1,0,1,16,10,9,1950,NA,2200,43,40250,2608,2,1,111874.0703125,21,1,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"10597",0,0,1,16,2,11,1964,6,2860,30,27991.4609375,5980,1,1,76289.8515625,3,1,14,17,0,0,0,0,0,4,5,0,1,NA,1
"10605",1,0,1,12,10,11,1966,37,3315,27,0,4026,3,1,0,6,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"10611",0,0,1,12,5,10,1956,24,1344,37,32014.849609375,5749,3,1,106709.1875,2,3,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"10616",0,0,1,12,2,10,1958,34,1300,36,12073.3896484375,6967,3,1,60283.23046875,14,3,NA,NA,NA,NA,NA,NA,0,5,50,0,1,NA,1
"10626",1,0,1,13,12,11,1946,NA,2041,47,40250,5855,0,1,48298.390625,20,3,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"10637",0,0,1,14,8,10,1965,21,0,28,0,5202,1,1,116332.15625,3,1,12,12,99818.390625,0,0,0,0,2,21,0,0,NA,1
"10650",1,1,0,12,11,6,1968,39,2386,25,26160.890625,12199,2,1,55300.28125,6,2,10,NA,NA,24148.390625,0,NA,0,3,39,0,1,1,0
"10659",1,0,1,12,10,9,1957,4,980,36,32198.390625,4683,2,1,49922.87890625,9,3,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"10660",1,0,1,14,5,10,1953,29,1500,41,34323.58984375,2562,2,1,105321.3671875,7,1,12,NA,NA,0,0,NA,0,1,37,0,1,1,0
"10663",1,0,1,12,8,11,1955,20,1548,38,28980,5499,1,1,28980,22,3,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"10687",0,0,1,14,6,11,1960,6,2059,33,28980,5232,2,1,66325.5625,6,1,12,12,67618.390625,27368.390625,0,0,0,1,6,0,1,NA,1
"10706",0,0,1,12,8,10,1952,37,1836,41,49908.390625,12224,1,1,108467.3125,14,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"10731",0,0,1,9,2,12,1944,NA,2340,50,94.9899978637695,12503,1,NA,21392.0703125,13,3,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"10735",0,0,0,17,9,10,1961,14,2387,32,56116.55078125,4782,2,1,156176.4375,3,1,NA,NA,NA,NA,NA,NA,0,2,26,0,1,NA,1
"10746",0,0,1,13,5,10,1965,29,NA,28,NA,3905,0,0,65953.6484375,NA,NA,12,12,0,20928.390625,0,0,0,1,29,1,1,NA,0
"10753",0,0,1,12,8,10,1943,NA,1973,50,56116.55078125,3022,1,1,84450.9375,23,2,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"10761",1,0,1,12,6,10,1956,31,NA,38,NA,4467,1,NA,51503.8984375,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,0
"10766",0,0,1,13,3,9,1957,36,1750,37,10785.3896484375,4234,2,1,59299.51953125,5,2,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"10767",0,1,0,12,2,10,1961,17,0,33,0,3038,3,0,2772.419921875,NA,3,NA,NA,NA,NA,NA,NA,0,3,23,0,0,1,0
"10770",1,0,1,14,3,10,1947,NA,1715,47,96598.390625,12281,0,1,219702.203125,29,1,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"10775",0,0,1,12,10,10,1938,NA,1935,55,66008.390625,6366,0,1,131369.5625,23,3,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"10779",0,0,1,14,12,12,1946,NA,906,47,0,6372,0,0,92792.3515625,24,1,NA,NA,NA,NA,NA,NA,0,4,4,0,0,1,0
"10795",1,0,1,12,4,9,1960,21,2438,34,51518.390625,5421,0,1,66993.7109375,7,2,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"10801",0,0,1,15,5,12,1961,43,1922,32,45078.390625,6659,0,0,45078.390625,8,2,12,15,104648.390625,0,0,0,0,4,43,0,1,1,0
"10826",1,0,1,14,1,10,1953,4,2700,41,63962.078125,3845,0,1,97374.40625,14,2,12,12,0,0,0,0,0,4,4,0,1,1,0
"10835",0,0,1,12,10,11,1951,16,2400,42,27368.390625,12189,1,NA,156781.796875,22,2,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"10838",0,0,1,17,8,8,1957,31,2150,36,82108.390625,5806,1,NA,162597.125,16,4,15,16,0,0,0,0,0,1,31,0,1,NA,1
"10841",0,0,1,12,12,10,1947,NA,980,46,19318.390625,12499,2,1,128164.046875,10,1,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"10876",0,0,1,12,4,11,1960,36,0,34,0,5784,0,NA,63575.6796875,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"10884",0,0,1,15,1,9,1954,32,1720,40,20928.390625,7031,1,1,63266.55859375,13,2,10,10,0,6438.39013671875,0,0,0,3,32,0,1,NA,1
"10890",1,1,0,12,8,10,1946,NA,2500,47,49908.390625,12195,1,1,66132.359375,20,2,7,NA,NA,0,0,NA,0,3,39,0,1,1,0
"10895",0,NA,NA,17,5,7,1965,3,NA,29,NA,14758,0,NA,27368.390625,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,1,NA,NA,0
"10899",1,0,1,11,1,10,1949,NA,2080,45,27605.060546875,16178,1,0,41129.05859375,27,2,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"10908",0,0,1,16,9,13,1950,NA,1708,44,27048,14338,6,1,102903.1484375,12,2,14,NA,NA,7245,0,NA,0,6,NA,0,1,NA,1
"10921",1,0,1,12,3,9,1948,NA,2450,46,80498.390625,15271,1,1,103841.78125,20,1,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"10931",1,0,1,12,11,11,1962,34,2419,32,57958.390625,12206,3,1,70838.390625,12,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"10935",0,0,1,15,9,11,1962,24,490,31,20928.390625,5303,2,1,93431.5234375,6,3,NA,NA,NA,NA,NA,NA,0,2,15,0,0,NA,1
"10940",0,0,1,13,9,10,1954,48,888,39,9660,2877,2,1,61629.19140625,9,1,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"10947",1,0,1,12,4,8,1961,12,2110,33,51518.390625,6206,0,1,76798.609375,9,2,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"10951",0,0,1,17,3,10,1962,20,2142,32,37028.390625,2832,0,1,88643.3828125,10,2,12,12,0,0,0,0,0,1,20,0,1,NA,1
"10962",1,0,1,12,4,11,1967,24,NA,27,NA,11828,0,NA,136212.4375,NA,NA,13,13,56348.390625,11270,0,0,0,2,24,0,1,NA,0
"10997",0,0,1,17,2,11,1965,14,1980,29,37028.390625,6427,0,0,37606.37890625,10,1,12,12,86308.8828125,3670.80004882812,0,0,0,2,14,0,1,1,0
"11008",0,0,1,17,8,8,1960,5,2080,33,20007.470703125,4705,2,1,36101.03125,6,4,13,14,43468.390625,14810.3896484375,0,0,0,2,33,0,1,NA,1
"11017",0,0,1,12,8,8,1965,23,0,28,0,7180,1,1,145861.171875,2,2,12,13,0,56116.55078125,0,0,0,4,4,0,0,NA,1
"11020",1,0,1,12,7,10,1963,14,2080,30,32198.390625,6090,0,0,51518.390625,2,2,12,11,0,0,0,0,0,2,24,0,1,1,0
"11037",1,0,1,13,12,11,1942,NA,2058,51,40250,5775,0,0,53130,24,2,1,NA,NA,0,0,NA,0,4,36,0,1,1,0
"11052",0,0,1,17,3,11,1964,24,1840,30,64398.390625,4358,1,NA,131205.34375,6,2,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"11054",0,0,1,16,6,9,1946,NA,2134,47,27368.390625,5574,0,NA,84362.390625,25,3,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"11055",1,0,1,17,7,12,1961,20,3185,32,152946.78125,5907,0,1,183845.90625,12,1,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"11061",0,0,1,15,3,7,1947,NA,2010,47,80498.390625,5621,0,1,193275.671875,20,3,11,12,0,0,0,0,0,1,20,0,1,NA,1
"11065",0,0,1,12,5,12,1968,3,2004,26,32198.390625,5520,0,1,73965.0078125,7,1,12,NA,NA,28980,0,NA,0,3,3,0,1,NA,1
"11082",0,0,1,16,10,12,1959,29,2064,34,54738.390625,4056,0,1,107866.78125,10,2,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"11087",1,0,1,12,2,11,1961,4,2000,32,22540,5065,1,1,22701,11,3,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"11096",1,0,1,17,2,11,1953,21,2162,41,112696.78125,5237,2,1,114142.5625,18,1,15,NA,NA,0,0,NA,0,2,21,0,1,1,0
"11099",0,0,1,13,11,10,1953,34,2004,40,16581.390625,4598,6,1,59568.390625,2,4,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"11114",1,0,1,12,1,8,1957,14,2008,37,0,4940,1,1,57945.51171875,10,1,16,12,12878.3896484375,0,0,0,0,2,14,0,1,1,0
"11137",1,NA,NA,NA,9,5,1954,37,2350,40,45373.01953125,11986,2,1,86001.3671875,NA,3,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"11142",1,0,1,12,11,10,1947,NA,1880,46,81786.390625,11798,2,1,113501.78125,15,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"11163",1,0,1,12,11,11,1963,13,NA,30,NA,16437,0,NA,75670,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,0
"11186",0,0,1,17,6,10,1956,24,1728,37,36706.390625,12042,2,0,44410.23828125,16,1,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"11206",0,0,1,16,8,10,1966,24,1920,27,41858.390625,4104,1,1,132818.5625,4,1,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"11207",1,0,1,16,8,9,1938,NA,1360,55,67618.390625,3878,0,1,118323.7265625,28,2,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"11209",1,0,1,12,2,13,1946,NA,260,48,64398.390625,7189,0,1,130406.78125,21,3,15,NA,NA,0,1,NA,0,2,22,0,1,1,0
"11241",0,1,0,14,11,11,1940,NA,1960,53,54738.390625,4241,3,0,54738.390625,NA,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"11245",0,0,1,12,8,11,1958,31,2592,35,30588.390625,6169,3,0,59568.390625,18,2,NA,14,0,NA,NA,0,0,1,31,0,1,1,0
"11247",1,0,1,16,7,11,1939,NA,2000,54,120748.390625,287,0,1,183538.390625,31,2,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"11252",1,0,1,12,11,8,1965,48,2080,28,19316.779296875,11875,0,0,19798.169921875,NA,1,NA,12,47092.5,NA,NA,0,0,2,48,0,1,1,0
"11263",1,0,1,11,6,10,1960,42,2220,34,99818.390625,12001,2,1,183536.78125,6,1,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"11293",1,1,0,12,4,10,1969,13,NA,25,NA,12143,1,0,6679.89013671875,NA,NA,12,NA,NA,24148.390625,0,NA,0,2,13,NA,NA,NA,0
"11301",0,0,1,14,10,13,1968,4,0,25,0,4764,0,0,4804.240234375,6,1,9,16,77278.390625,25758.390625,0,0,0,4,4,0,1,1,0
"11307",1,0,1,12,5,10,1956,21,0,38,0,12063,0,1,58372.16015625,NA,4,NA,NA,NA,NA,NA,NA,0,2,21,0,0,1,0
"11319",0,0,1,12,12,7,1963,24,0,30,0,12340,2,1,36205.6796875,3,2,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"11322",1,0,1,12,4,10,1963,34,2850,31,45099.3203125,16050,2,1,59544.23828125,13,2,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"11336",1,0,0,17,8,11,1961,4,2230,32,51518.390625,3850,1,1,85218.90625,12,1,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"11351",0,0,1,16,7,12,1949,NA,1808,44,62289.2890625,4849,0,0,62289.2890625,22,3,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"11365",0,0,1,12,10,11,1940,NA,1944,53,33170.828125,12332,0,1,91130.828125,20,3,NA,NA,NA,NA,NA,NA,0,3,35,0,1,NA,1
"11380",1,0,1,14,12,11,1964,46,2174,29,40248.390625,5768,0,0,40327.28125,11,2,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"11396",1,0,1,12,2,7,1963,24,NA,31,NA,12339,4,NA,32071.19921875,NA,NA,8,NA,NA,0,0,NA,0,2,24,0,1,NA,0
"11402",0,0,1,17,4,7,1965,13,2512,29,45078.390625,6538,0,1,81219.671875,6,1,11,11,0,11270,0,0,0,2,13,0,1,NA,1
"11423",1,0,1,12,8,11,1967,21,NA,25,NA,6222,0,0,104648.390625,NA,NA,12,12,85328.390625,45078.390625,0,0,0,2,21,NA,NA,NA,0
"11483",1,0,1,15,1,10,1969,37,520,25,6438.39013671875,4604,0,0,6438.39013671875,2,2,14,NA,NA,28980,0,NA,0,4,2,1,0,1,0
"11496",0,1,0,13,7,7,1949,NA,2270,44,33808.390625,5354,1,0,38301.8984375,25,4,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"11508",1,0,1,12,9,10,1955,46,1850,38,34437.8984375,4247,5,1,68940.203125,17,2,NA,NA,NA,NA,NA,NA,0,4,25,0,1,1,0
